cycle,2.0
bap,2.3010299956639813
fair,1.6989700043360187
fantasy,1.6989700043360187
written,2.3010299956639813
tightrope,2.3010299956639813
treble,2.3010299956639813
clothes,1.3467874862246563
tellies,2.3010299956639813
where,0.721246399047171
run,0.9393021596463883
estã¡n,2.3010299956639813
whoo,1.6020599913279623
ticking,2.3010299956639813
bugles,2.3010299956639813
awill,2.3010299956639813
bound,2.0
jackknife,2.3010299956639813
shadows,2.3010299956639813
step,1.1549019599857433
pow,2.3010299956639813
watchin,1.3979400086720377
sandunga,2.3010299956639813
snows,2.3010299956639813
retreat,2.3010299956639813
craving,2.3010299956639813
candlelight,2.3010299956639813
darling,1.6020599913279623
grandmama,2.0
tran,2.3010299956639813
rockin,2.0
style,1.6989700043360187
compare,2.0
switch,2.3010299956639813
fatality,2.3010299956639813
slime,1.8239087409443189
chillin,2.3010299956639813
count,1.3467874862246563
hall,2.3010299956639813
eyah,2.3010299956639813
mazel,2.3010299956639813
coming,1.1549019599857433
jean,2.3010299956639813
fiends,2.0
tongue,1.5228787452803376
cement,2.0
dragon,2.3010299956639813
appeal,2.3010299956639813
chauffeur,2.3010299956639813
worth,1.3010299956639813
ship,2.0
dadadaumda,2.3010299956639813
greta,2.3010299956639813
pride,1.8239087409443189
signed,2.3010299956639813
whatcha,2.3010299956639813
flockin,2.3010299956639813
puddles,2.3010299956639813
stages,2.3010299956639813
debt,2.3010299956639813
millionaire,2.3010299956639813
jackin,2.3010299956639813
slidin,2.3010299956639813
uhhuh,1.8239087409443189
speakers,2.3010299956639813
slop,2.3010299956639813
pinkys,2.3010299956639813
wonder,1.6020599913279623
behind,1.4559319556497243
boogers,2.3010299956639813
crept,2.3010299956639813
goodfella,2.3010299956639813
weed,1.8239087409443189
bien,2.3010299956639813
wolves,2.3010299956639813
along,1.3010299956639813
carro,2.3010299956639813
playlist,2.3010299956639813
fancy,2.0
sprung,2.3010299956639813
paâ€™lante,2.3010299956639813
homicide,2.0
stronger,2.0
750,2.3010299956639813
hatin,1.6020599913279623
peep,2.3010299956639813
bacon,2.3010299956639813
bumpin,1.8239087409443189
broads,2.3010299956639813
canada,2.3010299956639813
obviously,2.3010299956639813
sittin,1.5228787452803376
vandalize,2.3010299956639813
scatterin,2.3010299956639813
es,1.8239087409443189
drag,1.6989700043360187
goat,2.0
tã­rate,2.3010299956639813
laid,2.3010299956639813
chanel,2.3010299956639813
telling,1.5228787452803376
reappear,2.3010299956639813
deep,1.1249387366083
grabbin,2.3010299956639813
touched,2.0
liberate,2.3010299956639813
deposits,2.3010299956639813
stray,2.3010299956639813
sicker,2.3010299956639813
dadada,2.3010299956639813
vultures,2.3010299956639813
rap,1.4559319556497243
prison,2.0
punt,2.3010299956639813
baggy,2.3010299956639813
cut,1.3979400086720377
liftin,2.3010299956639813
errr,2.3010299956639813
coachella,2.3010299956639813
paranoid,2.3010299956639813
beggin,2.3010299956639813
pickle,2.0
curb,2.3010299956639813
animosity,2.3010299956639813
dust,2.0
release,2.3010299956639813
ofem,2.3010299956639813
anyone,2.0
plenty,2.0
ridin,1.6989700043360187
nono,2.3010299956639813
do,0.31425826139773627
nle,2.3010299956639813
salute,2.3010299956639813
chicas,2.3010299956639813
ridiculous,2.3010299956639813
sunsets,2.3010299956639813
darkest,2.3010299956639813
bake,2.3010299956639813
pose,2.3010299956639813
seemed,2.0
remy,2.3010299956639813
legal,2.3010299956639813
marble,2.3010299956639813
find,0.9208187539523752
impress,2.3010299956639813
ended,2.0
loko,2.3010299956639813
treated,2.3010299956639813
throwin,1.8239087409443189
goodnight,2.3010299956639813
saying,1.3979400086720377
flip,2.0
thinks,2.3010299956639813
kick,1.6020599913279623
seem,1.5228787452803376
unflatterin,2.3010299956639813
turned,1.1870866433571445
cristal,2.3010299956639813
backstreets,2.3010299956639813
minute,1.2218487496163564
longing,2.3010299956639813
million,1.8239087409443189
shosho,2.3010299956639813
foolish,1.8239087409443189
poco,2.3010299956639813
choco,2.3010299956639813
deaf,2.3010299956639813
leash,2.3010299956639813
grows,1.8239087409443189
rode,2.3010299956639813
candle,2.0
bathe,2.3010299956639813
sighs,2.0
pete,2.3010299956639813
supe,2.3010299956639813
rebel,2.3010299956639813
support,2.3010299956639813
mimi,2.3010299956639813
pleading,2.3010299956639813
repping,2.3010299956639813
niptuck,2.3010299956639813
mommy,2.0
records,1.6020599913279623
ghost,2.0
womans,1.8239087409443189
month,2.0
pretty,1.3010299956639813
pada,2.3010299956639813
lawrence,2.3010299956639813
police,1.8239087409443189
knapsack,2.3010299956639813
mistaken,2.3010299956639813
lotta,2.0
